,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Otradnoye,RU,59.7775,30.8181,44.65,84,7,8.52,clear sky
351,Port Augusta,AU,-32.5,137.7667,77.59,19,93,17.78,overcast clouds
352,Banepa,NP,27.6298,85.5214,68.32,78,75,2.3,broken clouds
353,Sao Filipe,CV,14.8961,-24.4956,78.4,79,35,6.08,light rain
354,Taldan,RU,53.6667,124.8,45.5,42,2,8.97,clear sky
355,Pokhara,NP,28.2333,83.9833,75.18,63,85,3.02,overcast clouds
356,Mugur-Aksy,RU,50.35,90.5,33.57,44,9,3.4,clear sky
357,Chuy,UY,-33.6971,-53.4616,49.05,80,27,6.13,scattered clouds
358,Dondo,MZ,-19.6094,34.7431,72.91,72,78,2.19,broken clouds
359,Lagoa,PT,39.05,-27.9833,69.12,86,1,4.68,clear sky
360,Wenchi,GH,7.7392,-2.1046,70.63,97,96,3.89,overcast clouds
361,Lompoc,US,34.6391,-120.4579,62.56,87,100,8.05,overcast clouds
362,Agadez,NE,19.75,10.25,74.19,21,2,8.66,clear sky
363,Kasongo-Lunda,CD,-6.4667,16.8167,68.14,92,37,0.78,scattered clouds
364,Yenagoa,NG,4.9247,6.2642,75.02,94,100,1.72,overcast clouds
365,Kawalu,ID,-7.3817,108.2082,78.8,83,100,4.45,overcast clouds
366,Indaiatuba,BR,-23.0903,-47.2181,68.86,83,0,10.36,light rain
367,Naryan-Mar,RU,67.6713,53.087,40.44,90,99,16.13,overcast clouds
368,Kjollefjord,NO,70.9457,27.3465,44.65,93,75,12.66,broken clouds
369,Laguna,US,38.421,-121.4238,80.31,44,0,4.61,clear sky
370,Arvika,SE,59.6553,12.5852,43.41,84,23,7.72,few clouds
371,Walvis Bay,NA,-22.9575,14.5053,59.09,94,100,3.44,overcast clouds
372,Chekhov,RU,55.1431,37.4711,40.08,94,50,6.17,scattered clouds
373,Dingle,PH,10.9995,122.6711,87.48,65,31,4.29,scattered clouds
374,Nanortalik,GL,60.1432,-45.2371,37.51,93,100,4.34,light rain
375,Hithadhoo,MV,-0.6,73.0833,81.07,78,100,18.97,light rain
376,Turkistan,KZ,43.0,68.0,59.58,24,0,25.1,clear sky
377,Lata,PT,40.1629,-8.3327,63.81,92,99,3.09,overcast clouds
378,Salalah,OM,17.0151,54.0924,73.49,64,0,2.3,clear sky
379,Two Rivers,US,44.1539,-87.5693,52.97,88,0,3.44,clear sky
380,Japura,ID,-0.3167,102.35,83.75,63,100,2.44,overcast clouds
381,Barcelos,PT,41.5388,-8.6151,61.92,90,0,3.91,clear sky
382,Chifeng,CN,42.2683,118.9636,56.84,16,0,4.97,clear sky
383,Grand Gaube,MU,-20.0064,57.6608,74.37,62,85,10.0,overcast clouds
384,Dunedin,NZ,-45.8742,170.5036,49.8,71,94,17.0,overcast clouds
385,Nisia Floresta,BR,-6.0911,-35.2086,75.58,82,23,10.04,few clouds
386,Saint-Pierre,RE,-21.3393,55.4781,73.08,60,75,3.44,broken clouds
387,Moerai,PF,-22.4333,-151.3333,70.79,73,100,23.0,overcast clouds
388,Naze,JP,28.3667,129.4833,76.12,55,100,15.82,overcast clouds
389,Sydney,AU,-33.8679,151.2073,67.23,59,75,14.97,broken clouds
390,Jiamusi,CN,46.8333,130.35,52.18,32,3,18.37,clear sky
391,Suslonger,RU,56.3156,48.2531,46.9,94,100,6.64,overcast clouds
392,Lewistown,US,40.5992,-77.5714,52.25,87,0,0.0,clear sky
393,Asau,RO,46.4333,26.4,43.83,78,87,3.51,overcast clouds
394,Ponnani,IN,10.767,75.9252,76.32,75,100,2.3,overcast clouds
395,Beyneu,KZ,45.3167,55.2,60.06,32,95,16.42,overcast clouds
396,Olafsvik,IS,64.8945,-23.7142,40.93,87,100,20.78,light rain
397,Mapastepec,MX,15.4333,-92.9,75.07,95,100,3.89,overcast clouds
398,Tutoia,BR,-2.7619,-42.2744,79.05,80,36,11.45,scattered clouds
399,Veraval,IN,20.9,70.3667,84.11,66,98,5.21,overcast clouds
400,Aklavik,CA,68.2191,-135.0107,26.2,93,99,1.63,overcast clouds
401,Anjiang,CN,27.3194,110.1031,63.43,30,99,1.97,overcast clouds
402,Zeya,RU,53.75,127.2667,46.47,42,0,7.0,clear sky
403,Geraldton,AU,-28.7667,114.6,66.61,42,75,13.8,broken clouds
404,Hami,CN,42.8,93.45,61.05,22,15,8.01,few clouds
405,Port Hardy,CA,50.6996,-127.4199,51.98,76,20,13.8,few clouds
406,Vestmannaeyjar,IS,63.4427,-20.2734,43.16,85,100,32.1,overcast clouds
407,Nevers,FR,46.9167,3.3333,55.4,97,100,1.79,overcast clouds
408,Gorontalo,ID,0.5412,123.0595,81.27,87,99,2.77,light rain
409,Price,US,39.5994,-110.8107,60.12,26,0,0.0,clear sky
410,Broceni,LV,56.7,22.5333,45.99,72,99,12.35,overcast clouds
411,Wukari,NG,7.85,9.7833,72.25,97,98,4.52,overcast clouds
412,Burgos,ES,42.3394,-3.7079,55.81,94,75,9.22,broken clouds
413,Zhanakorgan,KZ,43.9098,67.2495,58.08,24,0,7.72,clear sky
414,Port-Cartier,CA,50.0334,-66.8654,42.48,72,100,11.88,overcast clouds
415,Vestmanna,FO,62.1564,-7.1664,36.52,87,100,1.14,overcast clouds
416,Muros,ES,42.7762,-9.0603,58.84,94,5,7.02,clear sky
417,Tshikapa,CD,-6.4167,20.8,68.72,85,27,1.61,scattered clouds
418,Baden,AT,47.9974,16.233,58.75,89,68,3.11,broken clouds
419,Llangefni,GB,53.2556,-4.3106,54.73,87,20,4.61,few clouds
420,Rock Sound,BS,24.9,-76.2,83.01,75,62,14.23,broken clouds
421,Kemi,FI,65.8596,24.8228,47.97,87,100,17.27,overcast clouds
422,Puerto Ayacucho,VE,5.6639,-67.6236,74.75,92,100,2.93,overcast clouds
423,Alamosa,US,37.4695,-105.87,46.38,61,0,8.05,clear sky
424,Piombino,IT,42.9348,10.5221,63.57,81,8,5.99,clear sky
425,Zhigansk,RU,66.7697,123.3711,22.59,83,28,10.29,scattered clouds
426,Saint-Augustin,CA,51.226,-58.6502,39.38,74,94,12.97,overcast clouds
427,Klaksvik,FO,62.2266,-6.589,38.32,64,99,5.17,overcast clouds
428,Urubicha,BO,-15.3833,-62.95,70.27,68,71,3.2,broken clouds
429,Basco,PH,20.4487,121.9702,78.66,82,100,38.81,light rain
430,Oriximina,BR,-1.7656,-55.8661,74.43,95,100,1.63,overcast clouds
431,Zaysan,KZ,47.4667,84.8667,47.43,45,6,6.22,clear sky
432,Havoysund,NO,70.9963,24.6622,44.83,84,100,16.15,overcast clouds
433,Broome,US,42.2506,-75.833,46.78,89,0,3.44,clear sky
434,Shangzhi,CN,45.2167,127.9667,50.86,40,3,14.41,clear sky
435,Antalaha,MG,-14.9003,50.2788,70.97,69,40,6.89,scattered clouds
436,Kant,IN,27.8,79.8,74.97,86,99,6.35,overcast clouds
437,Hurup,DK,56.7494,8.4195,51.66,78,27,18.99,scattered clouds
438,Great Bend,US,38.3645,-98.7648,66.33,74,0,13.8,clear sky
439,Krasnoselkup,RU,65.7,82.4667,39.34,92,100,19.13,light rain
440,Novobirilyussy,RU,56.9514,90.6661,45.52,74,100,15.59,overcast clouds
441,Christchurch,NZ,-43.5333,172.6333,59.2,63,18,16.11,few clouds
442,Povorino,RU,51.1945,42.2457,48.22,93,100,11.97,overcast clouds
443,Alexandria,EG,31.2156,29.9553,72.36,69,2,6.49,clear sky
444,Black River,JM,18.0264,-77.8487,78.91,84,95,2.89,overcast clouds
445,Mirnyy,RU,62.5353,113.9611,30.24,100,88,7.0,overcast clouds
446,Kemptville,CA,45.0168,-75.641,40.57,86,44,2.3,scattered clouds
447,Mpraeso,GH,6.5932,-0.7346,67.15,99,82,2.42,broken clouds
448,Tahe,CN,52.3333,124.7333,46.92,41,0,8.52,clear sky
449,Puerto Escondido,MX,15.85,-97.0667,81.43,61,75,0.0,broken clouds
450,Reshetylivka,UA,49.565,34.0782,45.52,79,100,12.73,overcast clouds
451,Rumonge,BI,-3.9736,29.4386,76.82,55,100,3.02,overcast clouds
452,Ereymentau,KZ,51.6199,73.1033,47.19,56,65,15.03,broken clouds
453,Phonhong,LA,18.5007,102.4166,77.4,80,86,4.7,overcast clouds
454,Meulaboh,ID,4.1363,96.1285,83.21,66,100,1.61,overcast clouds
455,Tagusao,PH,9.1924,117.8141,84.13,71,46,8.79,scattered clouds
456,Batemans Bay,AU,-35.7167,150.1833,63.1,58,75,12.95,broken clouds
457,Sampit,ID,-2.5333,112.95,76.73,91,100,1.48,overcast clouds
458,Pak Phanang,TH,8.3511,100.202,89.62,66,100,3.15,overcast clouds
459,Wanning,CN,18.8003,110.3967,78.84,66,98,15.28,overcast clouds
460,Provost,CA,52.3501,-110.2683,50.45,81,100,16.96,overcast clouds
461,Makarov,RU,48.6333,142.8,56.52,66,49,9.71,light rain
462,Pacific Grove,US,36.6177,-121.9166,58.01,93,100,8.05,mist
463,Tangjiazhuang,CN,39.7333,118.45,62.87,18,0,7.18,clear sky
464,Manadhoo,MV,5.7667,73.3833,81.0,80,92,18.72,overcast clouds
465,Kununurra,AU,-15.7667,128.7333,96.78,32,75,5.75,broken clouds
466,Teguldet,RU,57.3064,88.1667,46.08,75,100,15.3,overcast clouds
467,Port-Gentil,GA,-0.7193,8.7815,77.43,84,100,8.9,moderate rain
468,Edea,CM,3.8,10.1333,72.84,99,100,1.05,overcast clouds
469,Bontang,ID,0.1333,117.5,75.31,92,100,10.89,light rain
470,Batticaloa,LK,7.7102,81.6924,82.15,74,97,2.75,overcast clouds
471,Perth,AU,-31.9333,115.8333,68.04,46,0,14.97,clear sky
472,Mandera,KE,3.9366,41.867,76.06,67,24,14.07,few clouds
473,Palauig,PH,15.435,119.9045,84.27,71,58,5.73,broken clouds
474,Taft,IR,31.7471,54.2088,57.15,20,0,4.61,clear sky
475,Ojinaga,MX,29.5667,-104.4167,65.35,88,0,3.44,clear sky
476,Lat Yao,TH,15.751,99.7893,80.49,70,100,5.61,overcast clouds
477,Abeche,TD,13.8292,20.8324,76.95,67,33,6.2,scattered clouds
478,Saquena,PE,-4.6667,-73.5167,72.18,95,70,2.44,broken clouds
479,High Level,CA,58.5169,-117.136,51.91,40,100,10.36,overcast clouds
480,Challans,FR,46.8436,-1.8749,59.92,95,100,9.55,overcast clouds
481,Kupang,ID,-10.1667,123.5833,90.18,66,40,8.05,scattered clouds
482,Nhulunbuy,AU,-12.2333,136.7667,90.21,55,40,12.66,scattered clouds
483,Narsaq,GL,60.9167,-46.05,34.02,99,100,3.56,snow
484,Feodosiya,UA,45.0333,35.3833,52.77,66,0,15.73,clear sky
485,Burgeo,CA,47.6167,-57.6152,44.42,71,67,14.27,broken clouds
486,Jaten,ID,-7.5772,110.8975,85.68,64,100,6.44,overcast clouds
487,Northam,GB,51.0333,-4.2167,46.65,82,93,4.27,overcast clouds
488,Gargzdai,LT,55.7128,21.4033,53.38,76,100,14.41,overcast clouds
489,Luderitz,NA,-26.6481,15.1594,56.12,95,98,2.08,overcast clouds
490,Querfurt,DE,51.3833,11.6,50.47,91,9,4.14,clear sky
491,Genhe,CN,50.7833,121.5167,49.59,34,10,2.66,clear sky
492,Alugan,PH,12.2188,125.4808,87.24,65,43,7.23,scattered clouds
493,Kirakira,SB,-10.4544,161.9205,82.49,75,30,2.51,scattered clouds
494,Valdivia,CL,-39.8142,-73.2459,41.09,97,63,1.68,broken clouds
495,Ohara,JP,35.25,140.3833,74.37,44,100,11.1,overcast clouds
496,Ukiah,US,39.1502,-123.2078,71.49,46,0,0.0,clear sky
497,Yaring,TH,6.8662,101.3689,82.15,75,100,6.73,overcast clouds
498,Rawson,AR,-43.3002,-65.1023,58.08,42,86,11.95,overcast clouds
499,Nacogdoches,US,31.6002,-94.6335,71.46,61,0,5.75,clear sky
500,Ulaanbaatar,MN,47.9077,106.8832,39.33,38,75,2.24,broken clouds
501,Kalmunai,LK,7.4167,81.8167,83.5,71,99,3.96,overcast clouds
502,Gelemso,ET,8.8167,40.5167,61.83,73,69,1.25,broken clouds
503,Las Vegas,US,36.175,-115.1372,82.76,23,75,4.0,broken clouds
504,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,46.99,53,0,4.47,clear sky
505,Vicksburg,US,32.3526,-90.8779,60.53,91,0,0.0,clear sky
506,Taunggyi,MM,20.7833,97.0333,73.29,67,36,3.53,scattered clouds
507,Along,IN,28.1667,94.7667,70.97,100,100,0.04,overcast clouds
508,Ordzhonikidze,KZ,52.4411,61.7408,48.24,48,96,6.89,overcast clouds
509,George,ZA,-33.963,22.4617,63.95,77,0,12.66,clear sky
510,Nakhon Phanom,TH,17.3333,104.4167,84.52,57,99,7.14,overcast clouds
511,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,78.78,65,66,0.29,broken clouds
512,Moen,NO,69.1304,18.6123,42.87,100,75,2.3,fog
513,Puerto Narino,CO,-3.7703,-70.3831,73.45,87,63,0.92,broken clouds
514,Elban,RU,50.1018,136.5094,40.66,83,100,13.4,overcast clouds
515,Macas,EC,-2.3167,-78.1167,64.4,95,83,3.65,broken clouds
516,Tobol,KZ,52.6844,62.5794,48.47,47,88,6.51,overcast clouds
517,Luena,AO,-11.7833,19.9167,58.24,37,27,4.45,scattered clouds
518,Hobyo,SO,5.3505,48.5268,77.81,80,3,18.25,clear sky
519,Kahului,US,20.8947,-156.47,84.22,74,75,10.36,light rain
520,Mayumba,GA,-3.432,10.6554,75.81,91,100,4.0,overcast clouds
521,Inta,RU,66.0317,60.1659,37.94,93,100,22.35,overcast clouds
522,Namatanai,PG,-3.6667,152.4333,86.47,56,45,4.27,scattered clouds
523,Kviteseid,NO,59.4022,8.4927,44.1,81,39,9.42,scattered clouds
524,San Quintin,MX,30.4833,-115.95,67.48,85,71,11.1,broken clouds
525,Tooele,US,40.5308,-112.2983,63.25,26,0,8.32,clear sky
526,Palmeiras De Goias,BR,-16.805,-49.9258,69.06,79,45,2.08,scattered clouds
527,Xining,CN,36.6167,101.7667,51.58,29,98,1.88,overcast clouds
528,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,44,0,25.32,clear sky
529,Uruacu,BR,-14.5247,-49.1408,76.68,27,26,3.18,scattered clouds
530,Kushmurun,KZ,52.4503,64.6311,49.73,46,31,8.03,scattered clouds
531,Gavle,SE,60.6745,17.1417,48.34,95,100,1.99,light rain
532,Dinard,FR,48.6314,-2.0614,50.38,81,0,5.75,clear sky
533,Souris,CA,49.6172,-100.2612,53.46,40,20,8.7,few clouds
534,Sinnamary,GF,5.3833,-52.95,78.8,89,53,10.09,broken clouds
535,Tamandare,BR,-8.7597,-35.1047,77.59,76,100,12.48,overcast clouds
536,Acapulco,MX,16.8634,-99.8901,84.02,84,40,3.44,scattered clouds
537,Kochevo,RU,59.5994,54.3125,35.44,90,21,5.57,few clouds
538,Villarrica,PY,-25.75,-56.4333,51.49,99,82,2.93,broken clouds
539,Binzhou,CN,37.3667,118.0167,63.21,24,0,4.97,clear sky
540,Zhangjiakou,CN,40.81,114.8794,54.91,15,0,2.93,clear sky
541,Matagami,CA,49.7502,-77.6328,37.51,75,100,9.22,overcast clouds
542,Tura,IN,25.5198,90.2201,74.03,96,91,4.52,light rain
543,San Jose,US,37.3394,-121.895,68.58,75,0,6.91,clear sky
544,Bayangol,RU,50.6977,103.4656,42.85,54,100,1.52,overcast clouds
545,Dali,CN,25.7,100.1833,58.32,90,100,2.59,overcast clouds
546,Kumano,JP,34.3442,132.5894,63.77,51,92,6.64,overcast clouds
547,Novyy Urengoy,RU,66.0833,76.6333,37.83,90,100,13.96,overcast clouds
548,Tangkak,MY,2.2673,102.5453,85.87,60,88,5.84,overcast clouds
549,Zhanaozen,KZ,43.3,52.8,60.19,19,47,8.5,scattered clouds
550,Siguiri,GN,11.6667,-9.5,72.82,85,92,1.3,overcast clouds
551,Santa Cruz Del Sur,CU,20.7147,-77.9956,77.13,89,23,7.45,few clouds
552,Shimanovsk,RU,52.0,127.7,45.81,46,0,10.94,clear sky
553,Hay River,CA,60.8156,-115.7999,46.38,57,75,21.85,smoke
554,Chipinge,ZW,-20.1883,32.6236,57.87,80,5,2.95,clear sky
555,Atambua,ID,-9.1061,124.8925,86.63,52,100,3.62,light rain
556,La Orilla,MX,17.9833,-102.2333,79.18,88,95,3.4,overcast clouds
557,Omsukchan,RU,62.5333,155.8,16.77,90,64,2.93,broken clouds
558,Butterworth,MY,5.3991,100.3638,87.01,76,20,5.01,thunderstorm
559,Smithers,CA,54.7804,-127.1743,46.72,49,0,12.66,clear sky
560,Mangit,UZ,40.5971,70.9607,65.61,24,0,4.56,clear sky
561,Norman Wells,CA,65.282,-126.8329,32.04,80,75,23.02,broken clouds
562,Te Anau,NZ,-45.4167,167.7167,55.31,52,6,4.9,clear sky
563,Sembakung,ID,3.8167,117.25,85.91,74,100,1.48,overcast clouds
564,Aloleng,PH,16.1307,119.7824,84.24,72,42,6.33,scattered clouds
565,Fairbanks,US,64.8378,-147.7164,33.76,84,100,4.61,overcast clouds
566,Chapais,CA,49.7834,-74.8492,35.38,92,98,9.64,overcast clouds
567,Rio Grande,BR,-32.035,-52.0986,57.47,88,100,18.01,light rain
568,Pundaguitan,PH,6.3711,126.1689,84.58,68,77,4.18,broken clouds
569,Dukat,RU,62.55,155.55,13.87,92,66,3.0,broken clouds
570,Nanticoke,US,41.2054,-76.0049,49.48,94,6,1.07,clear sky
571,Raudeberg,NO,61.9875,5.1352,45.27,1,100,24.7,overcast clouds
572,Bendigo,AU,-36.7667,144.2833,69.85,47,91,4.0,overcast clouds
573,Pahrump,US,36.2083,-115.9839,74.25,32,20,1.99,few clouds
574,Buraydah,SA,26.326,43.975,66.65,15,0,5.26,clear sky
575,Thinadhoo,MV,0.5333,72.9333,81.55,77,100,20.36,heavy intensity rain
576,Benemerito De Las Americas,MX,16.5167,-90.6439,72.09,100,100,1.01,overcast clouds
577,Grenaa,DK,56.4158,10.8783,46.62,93,6,21.25,clear sky
578,Kailua,US,21.4022,-157.7394,84.18,82,36,5.06,scattered clouds
579,Sungairaya,ID,0.7,108.9,83.19,70,100,3.6,overcast clouds
580,Daru,PG,-9.0763,143.2092,83.03,77,97,7.25,overcast clouds
581,Lixourion,GR,38.2019,20.4314,69.64,78,70,10.76,broken clouds
582,Gadwal,IN,16.2333,77.8,79.66,77,100,9.42,overcast clouds
583,Forest Hill,US,32.6721,-97.2692,77.38,49,0,10.36,clear sky
584,Bria,CF,6.5423,21.9863,66.45,99,86,2.64,light rain
585,Skibbereen,IE,51.55,-9.2667,50.25,72,83,1.77,broken clouds
586,Muisne,EC,0.6,-80.0333,73.98,85,98,4.88,overcast clouds
587,San Policarpo,PH,12.1791,125.5072,87.42,65,46,6.29,scattered clouds
588,Moussoro,TD,13.6408,16.4901,84.09,34,93,2.93,overcast clouds
589,Paoua,CF,7.2427,16.4406,67.8,97,100,1.72,overcast clouds
590,Nymburk,CZ,50.1861,15.0417,51.46,89,99,3.0,overcast clouds
591,Punta Alta,AR,-38.8759,-62.0736,57.96,29,17,14.85,few clouds
592,Ylivieska,FI,64.0833,24.55,49.32,75,100,10.38,overcast clouds
593,Banda Aceh,ID,5.5577,95.3222,84.49,64,89,12.19,overcast clouds
594,Najran,SA,17.4924,44.1277,70.75,27,0,2.39,clear sky
595,Umea,SE,63.8284,20.2597,49.93,93,100,10.36,overcast clouds
596,Quatre Cocos,MU,-20.2078,57.7625,74.08,71,73,14.2,broken clouds
597,Marzuq,YE,14.4,46.4667,73.09,53,28,1.77,scattered clouds
598,Hue,VN,16.4667,107.6,82.51,69,75,10.36,broken clouds
599,Mogadishu,SO,2.0371,45.3438,77.81,78,39,15.46,scattered clouds
600,Escondido,US,33.1192,-117.0864,69.64,84,75,5.75,broken clouds
601,Mushabani,IN,22.5167,86.45,82.51,67,14,4.9,few clouds
602,Lethem,GY,3.3803,-59.7968,76.57,82,85,6.8,overcast clouds
603,Lookan,PH,5.037,120.1027,83.86,75,100,16.69,light rain
604,Manicore,BR,-5.8092,-61.3003,75.81,82,98,3.94,overcast clouds
605,Panvel,IN,18.9833,73.1,84.27,82,68,2.33,broken clouds
606,Shitanjing,CN,39.2342,106.3439,54.09,17,0,3.56,clear sky
607,Adrar,MR,20.5022,-10.0711,85.59,25,11,8.7,few clouds
608,Mehamn,NO,71.0357,27.8492,42.75,93,75,12.66,broken clouds
609,Vincennes,FR,48.85,2.4333,53.17,82,75,11.5,broken clouds
610,Ponoka,CA,52.6768,-113.5815,47.89,69,94,18.03,overcast clouds
611,Quimper,FR,48.0,-4.1,48.78,87,0,6.91,clear sky
612,Inhambane,MZ,-23.865,35.3833,73.38,94,40,0.0,scattered clouds
613,Udachnyy,RU,66.4167,112.4,35.46,80,76,9.35,broken clouds
614,Gravdal,NO,68.1214,13.5031,46.29,93,75,35.9,shower rain
615,Potam,MX,27.6,-110.3833,81.09,60,0,5.53,clear sky
616,Voh,NC,-20.9667,164.7,79.38,62,84,3.67,broken clouds
617,Ola,RU,59.5833,151.2833,34.5,66,55,6.11,broken clouds
618,San Lawrenz,MT,36.0553,14.204,67.86,92,94,1.39,overcast clouds
619,Camopi,GF,3.1655,-52.3158,71.31,99,27,1.95,scattered clouds
620,La Sarre,CA,48.8002,-79.1996,36.39,76,100,9.53,overcast clouds
621,Faratsiho,MG,-19.4,46.95,62.67,12,0,4.43,clear sky
622,Wanaka,NZ,-44.7,169.15,56.68,59,60,5.5,broken clouds
623,Blagoyevo,RU,63.3667,47.9167,41.88,92,99,7.27,overcast clouds
624,Talnakh,RU,69.4865,88.3972,36.21,100,100,4.25,light rain
625,Pathein,MM,16.7833,94.7333,84.49,74,78,9.08,broken clouds
626,Ulladulla,AU,-35.35,150.4667,60.98,66,83,11.12,broken clouds
627,Palora,EC,-1.7,-77.9333,64.13,96,91,3.04,light rain
628,Whitianga,NZ,-36.8333,175.7,62.38,66,79,7.11,broken clouds
629,Tsuyama,JP,35.05,134.0,66.83,49,84,6.91,broken clouds
630,Tatarskaya Pishlya,RU,54.0608,44.8998,48.43,82,100,12.95,overcast clouds
631,Mersin,TR,36.862,34.6509,69.03,51,0,3.06,clear sky
632,Celina,US,40.5489,-84.5702,58.87,61,10,10.47,clear sky
633,Bloomfield,US,40.8068,-74.1854,62.24,69,0,6.91,clear sky
634,Baherden,TM,38.4362,57.4316,69.69,20,1,4.14,clear sky
635,Dese,ET,11.1333,39.6333,52.56,84,59,0.78,light rain
636,Mezen,RU,65.8522,44.24,43.86,89,100,8.19,overcast clouds
637,Usinsk,RU,65.9939,57.5281,40.01,81,100,20.22,overcast clouds
638,East Wenatchee Bench,US,47.4257,-120.2812,69.08,46,0,5.75,clear sky
639,Chuari Khas,IN,32.4333,76.0167,67.24,65,77,3.62,broken clouds
640,San Andres,CO,12.5847,-81.7006,82.42,83,40,6.91,scattered clouds
641,Cururupu,BR,-1.8283,-44.8683,76.71,85,24,4.81,few clouds
642,Namibe,AO,-15.1961,12.1522,65.26,91,53,6.89,broken clouds
643,Inuvik,CA,68.3499,-133.7218,29.26,93,75,2.3,broken clouds
644,Yumen,CN,40.2833,97.2,55.49,15,0,12.86,clear sky
645,Kushima,JP,31.4583,131.2333,72.5,44,87,5.64,overcast clouds
646,Rosarito,MX,32.3333,-117.0333,67.15,78,32,7.2,scattered clouds
647,Olinda,BR,-8.0089,-34.8553,76.73,83,100,5.75,overcast clouds
648,Nizhniy Baskunchak,RU,48.2198,46.8311,55.54,84,78,13.27,broken clouds
649,Strezhevoy,RU,60.7333,77.5889,44.37,84,71,13.04,broken clouds
650,Kulebaki,RU,55.4133,42.5325,42.98,84,100,8.12,overcast clouds
651,Jiangyou,CN,31.7667,104.7167,60.8,64,100,2.46,overcast clouds
652,Makakilo City,US,21.3469,-158.0858,82.72,71,0,8.05,clear sky
653,Gat,IL,31.61,34.7642,69.4,75,0,4.43,clear sky
654,The Valley,AI,18.217,-63.0578,82.26,77,16,16.89,few clouds
655,Tanete,ID,-3.9443,119.7848,87.03,66,38,4.09,scattered clouds
656,Boali,CF,4.8005,18.1275,69.8,97,99,0.36,overcast clouds
657,Sakakah,SA,29.9697,40.2064,71.17,38,0,8.46,clear sky
658,Mnogovershinnyy,RU,53.9353,139.9242,38.52,98,100,8.9,moderate rain
659,Sola,VU,-13.8833,167.55,84.87,79,75,6.91,broken clouds
660,Jutai,BR,-5.1833,-68.9,73.47,90,95,1.32,overcast clouds
661,Tautira,PF,-17.7333,-149.15,75.67,81,29,15.84,light rain
662,Asyut,EG,27.181,31.1837,68.49,70,0,9.73,clear sky
663,Verkhoyansk,RU,67.5447,133.385,22.71,82,19,4.99,few clouds
664,Guarapari,BR,-20.6667,-40.4975,70.81,92,5,8.01,clear sky
665,Pilar,BR,-9.5972,-35.9567,76.93,85,98,8.08,overcast clouds
666,Sinop,TR,41.7711,34.8709,49.26,89,50,1.99,scattered clouds
667,Dzhebariki-Khaya,RU,62.2167,135.8,32.81,98,100,5.37,light snow
668,Syamzha,RU,60.0158,41.0614,36.37,95,42,4.79,scattered clouds
669,Salina,US,38.8403,-97.6114,66.94,78,0,9.22,clear sky
670,Le Vauclin,MQ,14.5452,-60.8388,77.05,94,75,3.44,broken clouds
671,Richards Bay,ZA,-28.783,32.0377,72.1,84,51,12.5,broken clouds
672,Gushikawa,JP,26.3544,127.8686,78.03,62,100,17.27,overcast clouds
673,Ambilobe,MG,-13.2,49.05,73.38,53,0,5.21,clear sky
674,Mpika,ZM,-11.8343,31.4529,60.98,55,1,6.42,clear sky
675,Praia,CV,14.9215,-23.5087,77.54,88,40,10.36,scattered clouds
676,Beira,MZ,-19.8436,34.8389,73.49,88,75,2.3,broken clouds
677,Nelson Bay,AU,-32.7167,152.15,68.11,59,99,3.0,overcast clouds
678,Esmeralda,CU,21.8525,-78.1169,76.01,92,40,7.07,scattered clouds
679,Cardston,CA,49.2,-113.3019,62.89,34,1,11.5,clear sky
680,Rio Gallegos,AR,-51.6226,-69.2181,42.85,65,0,6.91,clear sky
681,Takoradi,GH,4.8845,-1.7554,76.17,89,85,5.57,light rain
682,Saint-Joseph,RE,-21.3667,55.6167,71.98,73,33,9.19,scattered clouds
683,Jalu,LY,29.0331,21.5482,67.42,48,0,5.19,clear sky
684,Kibala,TD,9.1104,18.3463,70.83,94,100,2.24,overcast clouds
685,Palma Di Montechiaro,IT,37.1926,13.765,64.31,75,88,1.57,overcast clouds
686,Bathsheba,BB,13.2167,-59.5167,83.01,83,40,14.97,scattered clouds
687,Vostok,RU,46.4856,135.8833,37.09,98,100,13.29,overcast clouds
688,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.61,76,100,13.31,overcast clouds
689,Srednekolymsk,RU,67.45,153.6833,25.14,71,41,14.67,scattered clouds
690,Tulum,MX,20.2167,-87.4667,77.14,94,100,5.95,overcast clouds
691,Road Town,VG,18.4167,-64.6167,80.69,75,62,15.66,broken clouds
692,Marawi,PH,7.9986,124.2928,77.86,82,93,3.15,overcast clouds
693,Sagua La Grande,CU,22.8067,-80.0756,77.99,91,59,8.14,light rain
694,Hamilton,US,39.1834,-84.5333,57.99,76,0,6.91,clear sky
695,Itaueira,BR,-7.6033,-43.0256,85.77,32,57,10.65,broken clouds
696,Otavi,NA,-19.65,17.3333,69.84,16,2,5.48,clear sky
697,Hirara,JP,24.8,125.2833,80.46,57,75,24.16,broken clouds
698,Hovd,MN,48.0056,91.6419,42.98,43,86,4.23,overcast clouds
699,Abu Dhabi,AE,24.4667,54.3667,82.96,77,0,2.3,clear sky
700,Payson,US,40.0444,-111.7321,62.29,41,0,5.99,clear sky
701,Tabuk,PH,17.4189,121.4443,76.01,93,100,5.26,moderate rain
